shipment_id,ship_date,region,transport_mode,distance_km,shipment_volume_kg,delivery_time_hours,sla_hours,on_time,transport_cost_usd,customer_satisfaction,month,cost_per_kg
SHP01871,2025-09-30,East,Rail,519.2,225.6,27.14,30,True,287.52,4.99,2025-09,1.274
SHP01872,2025-10-01,West,Road,269.5,316.5,11.17,24,True,255.26,4.28,2025-10,0.807
SHP01873,2025-01-09,East,Air,2402.4,343.4,14.23,14,False,10790.19,3.51,2025-01,31.422
SHP01874,2025-05-22,North,Road,342.6,706.9,11.8,24,True,339.7,4.18,2025-05,0.481
SHP01875,2025-06-09,East,Road,131.3,1720.2,13.41,24,True,176.88,5.0,2025-06,0.103
SHP01876,2025-11-30,North,Road,459.9,668.0,22.89,24,True,392.93,3.87,2025-11,0.588
SHP01877,2025-08-06,North,Road,606.1,1046.7,25.74,24,False,587.94,3.71,2025-08,0.562
SHP01878,2025-11-02,West,Road,803.1,1019.6,25.26,24,False,792.26,3.78,2025-11,0.777
SHP01879,2025-04-08,South,Road,589.6,745.3,17.51,24,True,513.49,5.0,2025-04,0.689
SHP01880,2025-08-14,South,Road,267.2,775.7,16.75,24,True,243.78,4.5,2025-08,0.314
SHP01881,2025-05-19,East,Road,520.6,594.8,23.24,24,True,505.81,3.19,2025-05,0.85
SHP01882,2025-10-31,South,Road,523.3,432.3,17.92,24,True,479.68,3.4,2025-10,1.11
SHP01883,2025-12-13,North,Road,481.0,679.7,12.42,24,True,456.12,4.54,2025-12,0.671
SHP01884,2025-02-19,West,Road,345.4,692.2,13.65,24,True,349.51,4.12,2025-02,0.505
SHP01885,2025-06-23,South,Road,608.8,343.6,24.16,24,False,564.08,4.04,2025-06,1.642
SHP01886,2025-05-15,East,Rail,730.3,354.7,17.35,30,True,445.76,4.45,2025-05,1.257
SHP01887,2025-08-25,East,Road,530.3,1394.8,15.61,24,True,521.93,4.74,2025-08,0.374
SHP01888,2025-01-16,Central,Sea,1190.3,939.7,81.1,50,False,321.15,2.7,2025-01,0.342
SHP01889,2025-08-22,East,Road,670.9,1204.7,22.49,24,True,601.77,4.22,2025-08,0.5
SHP01890,2025-12-06,North,Road,412.4,2383.4,21.85,24,True,363.14,2.72,2025-12,0.152
SHP01891,2025-01-13,Central,Road,495.3,1484.9,26.98,24,False,552.02,3.61,2025-01,0.372
SHP01892,2025-11-29,Central,Road,513.7,272.7,24.37,24,False,475.86,4.02,2025-11,1.745
SHP01893,2025-04-12,East,Sea,388.4,886.0,43.04,50,True,141.61,3.89,2025-04,0.16
SHP01894,2025-03-23,East,Road,311.1,4334.2,20.56,24,True,416.26,5.0,2025-03,0.096
SHP01895,2025-04-21,East,Road,270.7,464.1,10.57,24,True,241.83,5.0,2025-04,0.521
SHP01896,2025-12-22,North,Sea,733.2,357.0,78.87,50,False,185.54,2.32,2025-12,0.52
SHP01897,2025-01-30,East,Sea,607.6,1149.6,30.54,50,True,176.7,4.24,2025-01,0.154
SHP01898,2025-04-30,Central,Road,652.9,370.7,21.23,24,True,555.24,3.74,2025-04,1.498
SHP01899,2025-10-28,West,Sea,216.5,693.5,42.51,50,True,76.72,3.78,2025-10,0.111
SHP01900,2025-06-15,West,Road,817.2,577.3,15.87,24,True,741.41,3.4,2025-06,1.284
SHP01901,2025-12-15,East,Road,486.9,437.0,26.32,24,False,418.23,3.38,2025-12,0.957
SHP01902,2025-10-06,West,Road,109.8,564.6,8.81,24,True,125.23,4.23,2025-10,0.222
SHP01903,2025-04-16,East,Rail,547.5,242.2,16.19,30,True,309.81,4.55,2025-04,1.279
SHP01904,2025-12-04,South,Road,480.4,281.9,14.36,24,True,452.07,4.0,2025-12,1.604
SHP01905,2025-10-08,West,Rail,1136.9,217.5,33.61,30,False,699.24,2.27,2025-10,3.215
SHP01906,2025-08-14,North,Air,2789.8,1001.6,11.93,14,True,13787.16,2.6,2025-08,13.765
SHP01907,2025-10-01,South,Road,481.8,146.6,14.94,24,True,415.47,4.37,2025-10,2.834
SHP01908,2025-08-30,South,Rail,1461.8,413.3,30.22,30,False,810.38,3.77,2025-08,1.961
SHP01909,2025-07-06,East,Rail,653.8,210.1,16.93,30,True,380.26,4.39,2025-07,1.81
SHP01910,2025-05-07,North,Sea,376.7,496.8,51.69,50,False,116.55,4.25,2025-05,0.235
SHP01911,2025-07-15,East,Road,327.9,254.1,14.02,24,True,319.77,3.91,2025-07,1.258
SHP01912,2025-10-30,North,Road,697.9,4912.9,37.99,24,False,735.47,2.27,2025-10,0.15
SHP01913,2025-01-31,West,Sea,426.9,293.7,53.69,50,False,100.75,3.83,2025-01,0.343
SHP01914,2025-01-19,South,Rail,1512.1,451.8,44.24,30,False,799.96,2.56,2025-01,1.771
SHP01915,2025-05-04,North,Road,965.6,71.9,25.29,24,False,838.43,4.17,2025-05,11.661
SHP01916,2025-06-23,North,Sea,124.9,225.0,50.31,50,False,39.88,3.33,2025-06,0.177
SHP01917,2025-06-14,Central,Road,531.7,984.8,24.03,24,False,521.34,3.96,2025-06,0.529
SHP01918,2025-07-24,East,Rail,1275.2,159.1,29.15,30,True,765.7,4.1,2025-07,4.813
SHP01919,2025-11-04,South,Rail,238.3,894.5,17.3,30,True,162.18,4.77,2025-11,0.181
SHP01920,2025-03-23,North,Rail,418.4,285.3,11.9,30,True,229.47,5.0,2025-03,0.804
SHP01921,2025-12-18,North,Air,3704.1,329.6,7.66,14,True,13846.47,4.43,2025-12,42.01
SHP01922,2025-11-12,South,Road,276.7,129.4,8.84,24,True,251.64,5.0,2025-11,1.945
SHP01923,2025-07-07,South,Road,208.5,4851.2,7.81,24,True,347.93,5.0,2025-07,0.072
SHP01924,2025-10-23,Central,Rail,1514.4,197.7,59.35,30,False,883.82,1.94,2025-10,4.471
SHP01925,2025-05-10,North,Sea,579.4,16866.9,43.99,50,True,624.36,3.29,2025-05,0.037
SHP01926,2025-12-30,South,Road,256.0,322.0,15.61,24,True,206.21,3.92,2025-12,0.64
SHP01927,2025-11-07,North,Road,200.6,641.9,11.22,24,True,233.48,4.94,2025-11,0.364
SHP01928,2025-03-27,Central,Air,2277.7,430.3,5.67,14,True,9903.29,5.0,2025-03,23.015
SHP01929,2025-07-03,East,Sea,1153.6,101.0,60.71,50,False,226.37,3.36,2025-07,2.241
SHP01930,2025-07-25,East,Sea,1186.8,68.3,46.77,50,True,296.24,3.55,2025-07,4.337
SHP01931,2025-04-09,West,Rail,635.4,261.0,12.55,30,True,356.11,5.0,2025-04,1.364
SHP01932,2025-09-20,Central,Road,574.4,137.1,27.42,24,False,527.29,2.97,2025-09,3.846
SHP01933,2025-02-02,South,Road,1033.1,971.9,31.56,24,False,909.57,2.79,2025-02,0.936
SHP01934,2025-05-04,South,Road,279.2,156.8,23.69,24,True,233.91,3.57,2025-05,1.492
SHP01935,2025-02-02,East,Road,342.1,687.3,21.08,24,True,343.68,4.37,2025-02,0.5
SHP01936,2025-04-23,Central,Sea,1362.9,980.4,51.79,50,False,349.94,3.28,2025-04,0.357
SHP01937,2025-12-28,West,Road,410.8,798.5,24.11,24,False,380.02,3.76,2025-12,0.476
SHP01938,2025-09-15,North,Road,902.9,1348.1,28.66,24,False,865.21,3.79,2025-09,0.642
SHP01939,2025-07-01,North,Sea,409.9,369.8,19.59,50,True,123.52,5.0,2025-07,0.334
SHP01940,2025-09-10,North,Road,694.4,1460.6,42.88,24,False,736.7,2.34,2025-09,0.504
SHP01941,2025-10-05,South,Air,1493.2,1323.4,13.85,14,True,6291.4,3.32,2025-10,4.754
SHP01942,2025-11-10,Central,Road,186.1,492.1,18.34,24,True,179.8,4.14,2025-11,0.365
SHP01943,2025-08-27,Central,Road,324.3,512.1,16.01,24,True,266.7,4.76,2025-08,0.521
SHP01944,2025-04-09,North,Sea,1056.6,952.0,69.87,50,False,294.65,3.15,2025-04,0.31
SHP01945,2025-05-16,West,Road,200.3,416.2,11.91,24,True,196.32,4.91,2025-05,0.472
SHP01946,2025-12-04,East,Sea,412.9,155.5,34.61,50,True,116.39,3.8,2025-12,0.748
SHP01947,2025-02-25,Central,Road,481.8,2553.8,26.88,24,False,516.18,3.01,2025-02,0.202
SHP01948,2025-08-02,East,Rail,799.3,711.1,33.55,30,False,469.56,3.38,2025-08,0.66
SHP01949,2025-10-09,East,Road,282.2,959.2,20.78,24,True,242.69,3.45,2025-10,0.253
SHP01950,2025-06-28,North,Road,313.4,264.6,14.85,24,True,249.95,3.17,2025-06,0.945
SHP01951,2025-02-11,South,Sea,244.9,219.8,9.5,50,True,59.46,4.84,2025-02,0.271
SHP01952,2025-02-08,West,Road,119.8,759.2,15.76,24,True,130.95,4.4,2025-02,0.172
SHP01953,2025-03-05,South,Sea,573.2,120.6,47.12,50,True,148.63,4.43,2025-03,1.232
SHP01954,2025-12-04,East,Rail,611.8,226.2,30.79,30,False,379.95,3.46,2025-12,1.68
SHP01955,2025-06-06,West,Road,666.0,174.5,32.04,24,False,608.25,3.23,2025-06,3.486
SHP01956,2025-03-18,North,Road,149.4,686.5,9.88,24,True,157.73,4.88,2025-03,0.23
SHP01957,2025-12-09,South,Rail,881.9,2472.0,22.7,30,True,574.1,4.46,2025-12,0.232
SHP01958,2025-04-26,West,Road,223.5,233.9,28.41,24,False,202.81,2.6,2025-04,0.867
SHP01959,2025-10-09,West,Road,531.0,1521.1,12.0,24,True,532.8,3.85,2025-10,0.35
SHP01960,2025-12-07,East,Road,504.3,774.1,20.37,24,True,483.74,3.8,2025-12,0.625
SHP01961,2025-08-03,West,Road,345.5,645.2,20.72,24,True,340.56,4.05,2025-08,0.528
SHP01962,2025-10-21,West,Road,374.2,1128.1,23.38,24,True,400.24,4.38,2025-10,0.355
SHP01963,2025-07-26,North,Road,982.3,111.6,27.37,24,False,852.67,3.63,2025-07,7.64
SHP01964,2025-11-07,South,Air,3110.2,232.7,11.7,14,True,13757.79,4.04,2025-11,59.122
SHP01965,2025-01-07,North,Road,297.0,564.1,9.25,24,True,266.78,4.74,2025-01,0.473
SHP01966,2025-12-27,East,Sea,492.6,806.5,39.82,50,True,144.46,3.7,2025-12,0.179
SHP01967,2025-09-29,West,Road,718.0,339.5,26.92,24,False,665.35,3.88,2025-09,1.96
SHP01968,2025-12-07,Central,Road,460.8,696.5,20.14,24,True,401.88,4.33,2025-12,0.577
SHP01969,2025-01-15,East,Road,263.1,1445.4,11.12,24,True,293.21,5.0,2025-01,0.203
SHP01970,2025-11-01,Central,Road,259.6,122.4,15.58,24,True,248.21,4.0,2025-11,2.028
SHP01971,2025-01-13,West,Road,439.6,268.0,19.82,24,True,401.8,4.86,2025-01,1.499
SHP01972,2025-02-24,West,Sea,210.4,1123.2,11.55,50,True,85.71,4.33,2025-02,0.076
SHP01973,2025-08-13,South,Rail,682.4,325.8,20.05,30,True,416.77,4.83,2025-08,1.279
SHP01974,2025-01-21,Central,Road,372.9,1142.5,26.44,24,False,350.43,4.16,2025-01,0.307
SHP01975,2025-03-16,West,Air,1699.2,1437.4,18.07,14,False,7433.52,2.89,2025-03,5.172
SHP01976,2025-09-23,North,Air,1483.4,3808.3,11.55,14,True,5521.34,3.18,2025-09,1.45
SHP01977,2025-01-29,South,Road,271.8,103.0,18.89,24,True,247.84,3.79,2025-01,2.406
SHP01978,2025-08-21,North,Road,302.5,54.6,7.03,24,True,278.16,5.0,2025-08,5.095
SHP01979,2025-07-15,East,Road,334.7,4939.0,15.52,24,True,472.52,4.35,2025-07,0.096
SHP01980,2025-03-30,South,Road,780.8,1332.8,24.17,24,False,711.39,4.22,2025-03,0.534
SHP01981,2025-02-04,North,Road,174.4,376.0,10.83,24,True,157.63,4.58,2025-02,0.419
SHP01982,2025-04-29,East,Road,713.4,360.9,26.75,24,False,678.21,3.88,2025-04,1.879
SHP01983,2025-09-20,North,Sea,551.6,521.3,42.65,50,True,142.21,4.43,2025-09,0.273
SHP01984,2025-05-22,West,Road,599.6,547.5,20.34,24,True,540.01,4.77,2025-05,0.986
SHP01985,2025-11-03,East,Sea,751.2,506.7,41.34,50,True,179.93,4.09,2025-11,0.355
SHP01986,2025-10-24,Central,Road,839.4,52.8,23.3,24,True,798.61,3.83,2025-10,15.125
SHP01987,2025-12-04,North,Rail,1118.9,648.3,36.36,30,False,716.44,3.05,2025-12,1.105
SHP01988,2025-10-04,East,Air,2049.3,1515.0,6.3,14,True,8136.39,4.65,2025-10,5.371
SHP01989,2025-12-10,East,Road,600.5,603.4,20.7,24,True,510.51,3.95,2025-12,0.846
SHP01990,2025-08-29,East,Road,407.0,466.0,12.11,24,True,407.77,5.0,2025-08,0.875
SHP01991,2025-02-01,East,Road,419.4,379.0,21.74,24,True,383.92,3.73,2025-02,1.013
SHP01992,2025-11-05,North,Sea,447.1,137.3,28.28,50,True,121.09,4.0,2025-11,0.882
SHP01993,2025-08-27,West,Air,872.6,279.5,12.89,14,True,3824.46,3.61,2025-08,13.683
SHP01994,2025-08-28,West,Rail,354.6,688.0,20.32,30,True,197.47,4.07,2025-08,0.287
SHP01995,2025-03-30,South,Sea,215.4,50.7,20.25,50,True,56.53,4.55,2025-03,1.115
SHP01996,2025-02-12,Central,Rail,742.2,1547.5,23.22,30,True,391.03,4.73,2025-02,0.253
SHP01997,2025-07-16,Central,Rail,960.6,2814.6,31.01,30,False,609.84,3.38,2025-07,0.217
SHP01998,2025-03-20,Central,Road,403.7,274.7,25.42,24,False,407.0,3.95,2025-03,1.482
SHP01999,2025-08-28,South,Road,349.7,120.5,19.56,24,True,349.99,3.74,2025-08,2.904
SHP02000,2025-07-13,South,Sea,675.2,934.7,24.33,50,True,196.33,4.14,2025-07,0.21
